"concurrent_requests";"benchmark_title";"client_home_elapsed_seconds";"client_home_error_msg";"client_home_http_code";"client_home_result";"client_home_started_time";"client_home_stopped_time";"server_buy_cpu_usage";"server_buy_memory_usage";"server_buy_elapsed_seconds";"server_buy_error_msg";"server_buy_result";"server_buy_started_time";"server_buy_stopped_time";"client_buy_elapsed_seconds";"client_buy_error_msg";"client_buy_http_code";"client_buy_result";"client_buy_started_time";"client_buy_stopped_time"
1000;"";6.662;"";200;True;"2015-01-03T00:33:34.069515";"2015-01-03T00:33:40.730888";31.9;3102;0.279;"";True;"2015-01-03T00:33:48.433882";"2015-01-03T00:33:48.713323";13.781;"";200;True;"2015-01-03T00:33:40.731095";"2015-01-03T00:33:54.512459"
1000;"";12.668;"";200;True;"2015-01-03T00:33:34.735729";"2015-01-03T00:33:47.403391";33.4;3106;0.383;"";True;"2015-01-03T00:33:48.815033";"2015-01-03T00:33:49.198432";7.189;"";200;True;"2015-01-03T00:33:47.403525";"2015-01-03T00:33:54.592902"
1000;"";14.102;"";200;True;"2015-01-03T00:33:34.249393";"2015-01-03T00:33:48.351178";34.8;3106;0.26;"";True;"2015-01-03T00:33:49.008071";"2015-01-03T00:33:49.267916";6.321;"";200;True;"2015-01-03T00:33:48.351426";"2015-01-03T00:33:54.672488"
1000;"";11.138;"";200;True;"2015-01-03T00:33:34.423115";"2015-01-03T00:33:45.560531";34.9;3107;0.263;"";True;"2015-01-03T00:33:49.030971";"2015-01-03T00:33:49.294327";9.148;"";200;True;"2015-01-03T00:33:45.560785";"2015-01-03T00:33:54.709175"
1000;"";10.382;"";200;True;"2015-01-03T00:33:35.009285";"2015-01-03T00:33:45.391330";35.3;3107;0.316;"";True;"2015-01-03T00:33:49.107203";"2015-01-03T00:33:49.423101";9.419;"";200;True;"2015-01-03T00:33:45.391634";"2015-01-03T00:33:54.810934"
1000;"";13.209;"";200;True;"2015-01-03T00:33:34.792691";"2015-01-03T00:33:48.001984";34.0;3106;0.509;"";True;"2015-01-03T00:33:48.865884";"2015-01-03T00:33:49.374450";6.836;"";200;True;"2015-01-03T00:33:48.002119";"2015-01-03T00:33:54.838536"
1000;"";10.652;"";200;True;"2015-01-03T00:33:34.839251";"2015-01-03T00:33:45.491365";34.9;3107;0.662;"";True;"2015-01-03T00:33:49.234097";"2015-01-03T00:33:49.896452";9.373;"";200;True;"2015-01-03T00:33:45.491612";"2015-01-03T00:33:54.864219"
1000;"";12.547;"";200;True;"2015-01-03T00:33:34.189394";"2015-01-03T00:33:46.735968";36.5;3106;0.628;"";True;"2015-01-03T00:33:49.432878";"2015-01-03T00:33:50.060733";8.354;"";200;True;"2015-01-03T00:33:46.736280";"2015-01-03T00:33:55.089780"
1000;"";14.002;"";200;True;"2015-01-03T00:33:34.726534";"2015-01-03T00:33:48.728867";36.9;3105;0.831;"";True;"2015-01-03T00:33:49.500286";"2015-01-03T00:33:50.331222";6.411;"";200;True;"2015-01-03T00:33:48.728984";"2015-01-03T00:33:55.140355"
1000;"";6.996;"";200;True;"2015-01-03T00:33:34.404120";"2015-01-03T00:33:41.399763";"";"";"";"No JSON object could be decoded";"";"";"";14.087;"No JSON object could be decoded";-100;False;"2015-01-03T00:33:41.399906";"2015-01-03T00:33:55.486850"
1000;"";7.417;"";200;True;"2015-01-03T00:33:34.683809";"2015-01-03T00:33:42.100357";35.6;3104;0.607;"";True;"2015-01-03T00:33:49.758215";"2015-01-03T00:33:50.365658";13.483;"";200;True;"2015-01-03T00:33:42.100545";"2015-01-03T00:33:55.583508"
1000;"";13.377;"";200;True;"2015-01-03T00:33:34.340171";"2015-01-03T00:33:47.716760";"";"";"";"No JSON object could be decoded";"";"";"";8.026;"No JSON object could be decoded";-100;False;"2015-01-03T00:33:47.716893";"2015-01-03T00:33:55.743036"
1000;"";12.894;"";200;True;"2015-01-03T00:33:34.974725";"2015-01-03T00:33:47.868946";33.3;3102;0.442;"";True;"2015-01-03T00:33:50.392237";"2015-01-03T00:33:50.834637";8.171;"";200;True;"2015-01-03T00:33:47.869066";"2015-01-03T00:33:56.039715"
